Index,Actors,Number of movies,Number of awards,Genres
5602,Alex Rocco,168,1,Action Comedy Crime Drama Thriller 
5603,Joan Sims,169,0,Adventure Animation Family Fantasy Fiction Science 
5604,Curd J\u00fcrgens,169,2,Action Adventure Thriller 
5605,Roy Kinnear,169,0,Family Fantasy 
5606,Tom Arnold,169,8,Action Comedy Crime Drama Romance Thriller 
5607,Anthony Quinn,169,2,Adventure Drama History War 
5608,Michael Dorn,170,3,Action Adventure Fiction Science Thriller 
5609,Hema Malini,170,17,Drama Romance 
5610,Michael Gambon,171,1,Adventure Comedy Drama Family Fantasy Horror Mystery Romance Thriller Western 
5611,Brad Dourif,171,1,Action Adventure Comedy Drama Fiction Horror Science Thriller 
5612,James Remar,171,11,Action Adventure Comedy Drama Family Fantasy Fiction Horror Mystery Science Thriller War 
5613,Frances Bay,171,1,Comedy 
5614,Dominique Pinon,171,21,Action Comedy Crime 
5615,Dean Norris,171,8,Crime Drama Mystery 
5616,Jonathan Banks,172,6,Adventure Comedy Family 
5617,Ricardo Montalban,172,1,Action Comedy Drama Fiction Music Romance Science 
5618,Snoop Dogg,172,1,Action Comedy Crime Drama Romance 
5619,Eli Wallach,172,1,Action Comedy Drama Romance Western 
5620,Slim Pickens,172,1,Action Comedy Drama War Western 
5621,Daniel Kash,172,3,Drama History Horror 
5622,Noah Beery,172,3,Comedy 
5623,Brion James,172,0,Action Adventure Comedy 
5624,Rutger Hauer,173,1,Action Adventure Comedy Crime Drama Fantasy Fiction Romance Science Thriller 
5625,Gregg Henry,173,0,Action Adventure Comedy Crime Drama Horror Mystery Romance Thriller 
5626,Lee Van-Cleef,173,1,Action Fiction Science Western 
5627,Patrick Warburton,173,13,Action Adventure Animation Comedy Family Fantasy Thriller 
5628,Missi Pyle,173,6,Comedy Drama Family Fantasy Romance 
5629,Daniel Olbrychski,173,7,Action Mystery Thriller 
5630,James Coburn,173,1,Action Adventure Animation Comedy Drama Family Fantasy Fiction Mystery Romance Science Thriller Western 
5631,Tony Jay,173,3,Animation Drama Family 
5632,Patrick Macnee,174,3,Action Adventure Drama Horror Thriller 
5633,Michael Caine,174,2,Action Adventure Animation Comedy Crime Drama Family Fiction History Horror Mystery Romance Science Thriller War 
5634,Strother Martin,175,1,Crime Drama History Western 
5635,Pat Morita,175,1,Drama 
5636,Gary Cole,176,1,Action Comedy Drama Horror Thriller 
5637,Miriam Margolyes,176,1,Comedy Drama Family Fantasy 
5638,Tracey Walter,176,2,Action Adventure Comedy Crime Fantasy Fiction Science Thriller 
5639,Vincent Pastore,176,11,Comedy Romance 
5640,Mark Rolston,177,3,Crime Drama Horror Mystery Thriller 
5641,Mischa Auer,177,1,Comedy Romance 
5642,Gary Busey,177,1,Action Fiction Science Thriller 
5643,Michael Pataki,177,0,Horror Thriller 
5644,Ray Milland,177,1,Drama 
5645,Brian Blessed,178,2,Adventure Animation Comedy Family 
5646,Philip Baker-Hall,178,10,Comedy Drama Fantasy 
5647,Martin Landau,178,1,Action Adventure Animation Comedy Drama Family Fantasy Fiction History Romance Science Thriller 
5648,Ramya Krishnan,178,14,Action Adventure History War 
5649,Dabney Coleman,178,1,Comedy Fiction Romance Science Thriller 
5650,Julian Glover,178,4,Action Adventure Thriller 
5651,Martin Balsam,178,1,Action Adventure Comedy Drama History Horror Thriller War 
5652,Sidney Blackmer,178,2,Drama Horror Mystery 
5653,Clive Russell,178,1,Action Adventure Fantasy 
5654,Giancarlo Esposito,179,2,Action Adventure Animation Comedy Crime Drama Fantasy Mystery Romance Thriller 
5655,Bruce Dern,179,2,Adventure Comedy Crime Drama Fantasy Horror Mystery Romance Thriller 
5656,Gabrielle Rose,180,37,Drama 
5657,Whoopi Goldberg,180,1,Adventure Animation Comedy Drama Family Fantasy Mystery Romance Thriller 
5658,John Heard,180,1,Adventure Comedy Crime Drama Family Fantasy Fiction Horror Mystery Romance Science 
5659,John Wayne,180,1,Action Adventure Comedy Drama History Romance War Western 
5660,Michael Constantine,180,2,Comedy Drama Romance 
5661,Gregory Itzin,180,2,Drama Mystery Romance Thriller 
5662,Edward Everett-Horton,180,1,Comedy Music Romance 
5663,Jack Albertson,181,1,Family Fantasy 
5664,Frankie Darro,181,0,Animation Family 
5665,Burgess Meredith,181,2,Drama 
5666,Dick Miller,182,2,Comedy Fantasy Horror 
5667,Tom Wright,182,2,Horror 
5668,James Russo,183,4,Crime Drama Thriller 
5669,Brian Dennehy,183,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Mystery Romance Thriller War 
5670,Peter Cullen,183,13,Animation Family 
5671,Shirley Knight,184,2,Action Adventure Comedy Family 
5672,Michel Duchaussoy,185,1,Drama War 
5673,George Kennedy,185,1,Comedy Crime Drama Horror 
5674,Vernon Wells,185,7,Action Adventure Fiction Science Thriller 
5675,Veronica Taylor,186,4,Action Adventure Animation Family Fantasy 
5676,Robert Forster,186,1,Action Adventure Comedy Crime Drama Family Fantasy Fiction Horror Romance Science Thriller 
5677,Peter Stormare,186,12,Action Adventure Comedy Crime Drama Fantasy Fiction History Horror Music Mystery Science Thriller War 
5678,David Koechner,186,7,Comedy Crime Fantasy Horror 
5679,Yuen Wah,186,6,Action Comedy Crime Fantasy 
5680,Toshir\u014d Mifune,186,1,Action Drama History War 
5681,James Cromwell,187,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Mystery Romance Science Thriller Western 
5682,Philippe Laudenbach,187,0,Drama History 
5683,M.C. Gainey,187,1,Action Animation Comedy Drama Family Thriller 
5684,Burt Reynolds,187,1,Action Adventure Comedy Crime Drama Thriller 
5685,Steven Bauer,187,2,Action Crime Drama Horror Thriller 
5686,Samuel L.-Jackson,188,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Horror Mystery Romance Science Thriller Western 
5687,Tim Matheson,188,2,Comedy Romance 
5688,Seth Green,189,3,Action Adventure Animation Comedy Crime Drama Family Fiction Horror Romance Science Thriller 
5689,Rade Serbedzija,190,17,Action Adventure Crime Drama Fiction Horror Romance Science Thriller 
5690,Bill Cobbs,190,2,Comedy Drama Family 
5691,James Earl-Jones,191,1,Action Adventure Animation Comedy Drama Family Fantasy Music Thriller 
5692,Ren\u00e9e Jones,191,1,Horror Mystery Thriller 
5693,Rip Torn,192,1,Action Adventure Comedy Drama Fiction History Science 
5694,Donald Sutherland,192,2,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Mystery Romance Science Thriller 
5695,Richard Jaeckel,192,1,Western 
5696,Michael Gough,194,1,Action Fantasy 
5697,Royal Dano,194,0,Comedy Family Fiction Science 
5698,Ralph Bellamy,194,1,Comedy Romance 
5699,J.K. Simmons,196,1,Action Adventure Animation Comedy Crime Drama Family Fiction Horror Romance Science Thriller 
5700,Alfred Molina,196,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Horror Mystery Romance Science Thriller Western 
5701,John Fiedler,196,0,Animation Drama Family 
5702,Vivica A.-Fox,197,23,Action Comedy Crime Drama Family Fantasy Horror Thriller 
5703,Joss Ackland,198,1,Comedy Drama Family History Thriller 
5704,John Saxon,198,1,Horror Thriller 
5705,Danny Glover,199,4,Action Adventure Animation Comedy Crime Drama Family Fiction Horror Mystery Romance Science Thriller 
5706,Pat Hingle,199,1,Action Adventure Animation Family Fantasy Western 
5707,Wallace Shawn,199,6,Animation Comedy Drama Family Fiction Romance Science 
5708,Pierre Arditi,201,5,Adventure Drama Romance War 
5709,Louis Gossett-Jr.,201,1,Drama 
5710,Harry Dean-Stanton,202,20,Action Comedy Crime Drama Fiction Horror Music Romance Science Thriller 
5711,Pamela Adlon,202,1,Animation Comedy Family Fiction Science 
5712,Cesar Romero,202,1,Adventure Comedy Romance 
5713,Karen Black,203,1,Comedy Crime Fiction Horror Science Thriller 
5714,Charles Napier,203,0,Action Adventure Thriller War 
5715,Harold Gould,203,5,Comedy 
5716,Kurt Fuller,203,2,Comedy Fantasy Romance 
5717,Lin Shaye,204,10,Comedy Drama Horror Music Thriller 
5718,Dennis Hopper,204,2,Action Adventure Animation Comedy Crime Drama Family Fantasy History Horror Mystery Thriller 
5719,Mae Marsh,204,1,Drama 
5720,Nehemiah Persoff,205,0,Drama Music Romance 
5721,Patton Oswalt,205,1,Adventure Animation Comedy Drama Family Fantasy 
5722,Henry Jones,205,0,Crime Drama History Western 
5723,James Karen,205,3,Comedy Drama Fiction Horror Science 
5724,Julian Richings,205,4,Fiction Mystery Science Thriller 
5725,Eddie Albert,205,2,Action Drama History War 
5726,Jacques Herlin,206,0,Drama History 
5727,Laraine Newman,206,1,Fiction Science 
5728,Diedrich Bader,206,7,Comedy Crime 
5729,John Vernon,206,1,Comedy 
5730,Beau Bridges,207,2,Action Adventure Fiction Science 
5731,Vincent Price,207,11,Adventure Animation Comedy Family Fantasy Fiction Horror Science 
5732,Kevin McCarthy,207,1,Drama Horror 
5733,Ernest Borgnine,207,1,Action Adventure Family Fiction Science Western 
5734,Jane Lynch,207,1,Adventure Animation Comedy Family Fantasy Music 
5735,John Hurt,208,2,Action Adventure Drama Fantasy Fiction History Horror Mystery Romance Science Thriller Western 
5736,Christopher McDonald,208,0,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Romance Science Thriller 
5737,Saeed Jaffrey,208,1,Comedy Drama Romance 
5738,Ed Lauter,208,0,Comedy Crime Thriller 
5739,Jeffrey Tambor,209,1,Action Adventure Comedy Drama Family Fantasy Fiction Mystery Romance Science 
5740,Audrey Wasilewski,212,1,Drama 
5741,Stacy Keach,212,1,Action Adventure Drama Fiction History Science Thriller Western 
5742,Stephen McHattie,212,13,Adventure Comedy Drama Fiction Romance Science 
5743,Seymour Cassel,213,1,Action Adventure Comedy Drama Family 
5744,E.G. Daily,213,2,Adventure Animation Comedy Drama Family Fantasy 
5745,Tom Lister-Jr.,213,2,Comedy 
5746,Charles Durning,214,2,Comedy Crime Drama Romance 
5747,Freddie Jones,214,1,Action Adventure Drama Fantasy Fiction Horror Science Thriller 
5748,Lloyd Bochner,214,1,Action Crime Drama Thriller 
5749,C. Thomas-Howell,215,2,Action Crime Drama History Thriller War 
5750,Christopher Plummer,216,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction History Horror Music Mystery Romance Science Thriller 
5751,Michael Kopsa,216,2,Fiction Horror Science Thriller 
5752,Kenneth Tsang,216,4,Action Crime Drama Thriller 
5753,Dan Castellaneta,216,4,Animation Comedy Family 
5754,Lloyd Bridges,216,2,Comedy Western 
5755,Francisco Rabal,217,29,Action Adventure Thriller 
5756,Lionel Barrymore,218,1,Comedy Drama Family Fantasy Romance Western 
5757,George Takei,218,11,Action Adventure Animation Comedy Family Fiction Mystery Science Thriller 
5758,Barry Corbin,218,3,Fiction Science Thriller 
5759,Mindy Sterling,219,2,Comedy Crime Fiction Science 
5760,Tony Todd,220,9,Action Horror Mystery 
5761,Kenneth Tobey,220,0,Adventure Fiction Horror Science 
5762,Brian Cox,221,1,Action Adventure Comedy Crime Drama Family Fiction Horror Mystery Romance Science Thriller War 
5763,Susumu Terajima,221,3,Crime Drama Thriller 
5764,Robert Harron,221,0,Drama 
5765,Tom Sizemore,223,1,Action Comedy Drama Fiction History Horror Mystery Science Thriller War 
5766,David Warner,223,1,Action Adventure Comedy Family Fiction Horror Science Thriller Western 
5767,Jack Kruschen,223,1,Comedy Drama Romance 
5768,Geoffrey Lewis,224,1,Action Crime Drama Fiction Horror Science Thriller 
5769,Glenn Morshower,224,5,Action Adventure Fiction Science 
5770,John Kassir,224,4,Adventure Animation Drama Family 
5771,J. Carrol-Naish,225,2,Action Comedy Music Romance Western 
5772,Will Wright,226,0,Animation Drama Family 
5773,Robert Picardo,227,1,Comedy Fantasy Horror 
5774,M. Emmet-Walsh,227,3,Action Adventure Comedy Drama Fiction Science Thriller Western 
5775,Beth Grant,228,5,Drama Family 
5776,Martin Kove,228,3,Drama 
5777,Christopher Lloyd,229,3,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Horror Romance Science Western 
5778,Tim Curry,229,1,Action Adventure Animation Drama Family Fiction Mystery Science 
5779,Mike Starr,230,4,Comedy 
5780,Claude Akins,231,0,Action Fiction Science 
5781,Kenneth Welsh,231,11,Crime Drama History Horror Thriller 
5782,Michael McKean,233,1,Comedy Fantasy Fiction Romance Science 
5783,Franco Nero,233,1,Action Adventure Thriller War 
5784,Bebe Daniels,233,1,Comedy Music Romance 
5785,Robert Loggia,234,1,Action Comedy Crime Drama Family Fantasy Romance Thriller 
5786,Richard Kind,234,15,Animation Comedy Drama Family 
5787,Clifton Powell,235,6,Drama Music 
5788,Donald Pleasence,235,1,Action Fiction Horror Science Thriller 
5789,John Savage,235,15,Action Drama Romance War 
5790,David Carradine,237,4,Action Comedy Crime Drama Fiction History Romance Science Thriller Western 
5791,Amitabh Bachchan,237,123,Drama Romance 
5792,Ray Wise,238,10,Drama Horror Thriller 
5793,Michael Lonsdale,238,1,Action Adventure Drama Fiction History Science Thriller 
5794,Xander Berkeley,238,19,Action Adventure Comedy Western 
5795,G\u00e9rard Depardieu,240,1,Adventure Comedy Drama Family Fantasy Romance War 
5796,Lochlyn Munro,241,0,Comedy Family Horror 
5797,Cameron Mitchell,241,2,Comedy Horror 
5798,Ernie Hudson,241,13,Action Adventure Drama Fantasy Fiction Mystery Science Thriller 
5799,Stephen Root,242,1,Comedy Drama Romance 
5800,William Shatner,243,1,Action Adventure Animation Comedy Crime Family Fiction Horror Mystery Science Thriller 
5801,Walter Brennan,244,3,Western 
5802,Fernando Rey,244,23,Action Crime Thriller 
5803,Billy West,245,16,Animation Comedy Documentary Drama Family Fantasy 
5804,Corbin Bernsen,247,2,Action Comedy Crime Horror Mystery Thriller 
5805,Lance Henriksen,250,3,Action Fiction Horror Science Thriller 
5806,Dee Wallace,250,13,Adventure Family Fantasy Fiction Science 
5807,Leslie Nielsen,251,2,Action Comedy Crime Fantasy Fiction Horror Science 
5808,Chris Mulkey,254,8,Action Drama Fantasy Horror Thriller 
5809,Hugo Stiglitz,254,0,Comedy Drama 
5810,Ron Perlman,255,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Horror Science Thriller 
5811,Hanns Zischler,256,3,Action Drama History Thriller 
5812,Martin Sheen,257,1,Action Adventure Comedy Crime Documentary Drama Fantasy Fiction Horror Romance Science Thriller War 
5813,Peter Jason,260,1,Action Fiction Horror Science Thriller 
5814,Pinto Colvig,263,0,Animation Family Fantasy 
5815,Michael Ironside,264,12,Action Adventure Drama Fiction Science Thriller 
5816,Udo Kier,265,6,Drama Horror Thriller 
5817,John Rhys-Davies,265,1,Action Adventure Comedy Drama Family Romance Thriller 
5818,Debi Derryberry,265,6,Action Adventure Animation Comedy Family 
5819,Malcolm McDowell,266,1,Action Adventure Animation Comedy Family Fantasy Fiction Science Thriller 
5820,Bruce Davison,267,1,Drama Horror Romance Thriller 
5821,Roddy McDowall,267,1,Action Drama Fiction History Romance Science 
5822,Stephen Tobolowsky,270,2,Animation Comedy Drama Family Fantasy Fiction Mystery Romance Science Thriller 
5823,Daran Norris,272,7,Action Adventure Animation Comedy Music 
5824,Ward Bond,274,1,Drama Romance War 
5825,Keenan Wynn,281,1,Action Comedy Crime Drama Thriller War 
5826,Christopher Lee,281,37,Action Adventure Thriller 
5827,Clancy Brown,283,15,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction Science 
5828,Takashi Shimura,283,2,Action Drama 
5829,Owen Moore,286,1,Comedy 
5830,Cloris Leachman,287,1,Adventure Animation Comedy Drama Family Fantasy Fiction Music Romance Science 
5831,Hobart Bosworth,293,1,Drama Romance War 
5832,Michel Galabru,295,3,Action Thriller 
5833,Michael Madsen,302,13,Action Adventure Crime Drama Fantasy Fiction Horror Science Thriller 
5834,Amrish Puri,302,12,Action Adventure 
5835,Keith David,305,3,Action Animation Family Fiction Horror Music Mystery Romance Science Thriller 
5836,Robert J.-Wilke,308,1,Adventure Drama Fiction Science 
5837,Fred Willard,310,4,Animation Comedy Family Romance 
5838,Om Puri,317,1,Comedy Drama History 
5839,Whit Bissell,318,1,Action Drama Western 
5840,June Foray,321,15,Adventure Animation Family 
5841,Ed Begley-Jr.,324,1,Comedy War 
5842,Tesshou Genda,325,0,Animation Fiction Science 
5843,Carlos Alazraqui,334,8,Action Adventure Comedy Crime 
5844,Tetsur\u014d Tamba,336,6,Action Adventure Thriller 
5845,Don Brodie,339,0,Animation Family 
5846,Mickey Rooney,340,4,Action Adventure Comedy Crime Drama Family Fantasy 
5847,Mark Hamill,340,42,Action Adventure Fiction Science 
5848,John Carradine,351,7,Comedy 
5849,Vernon Dobtcheff,363,1,Drama Romance 
5850,Claire McDowell,375,0,Drama Romance War 
5851,Kath Soucie,383,9,Adventure Animation Family Fantasy 
5852,Danny Trejo,389,9,Action Adventure Comedy Crime Drama Fiction Science Thriller 
5853,Ed Asner,390,5,Action Adventure Animation Comedy Family Thriller 
5854,Corey Burton,402,32,Adventure Animation Family Fantasy Fiction Science 
5855,Anupam Kher,423,32,Comedy Drama Romance 
5856,James Hong,436,10,Action Adventure Comedy Crime Fantasy Thriller 
5857,Tom Kenny,483,39,Adventure Animation Comedy Family 
5858,Jeff Bennett,522,34,Adventure Animation Family Fantasy 
5859,Jim Cummings,548,24,Adventure Animation Comedy Family 
5860,Eric Roberts,553,1,Action Adventure Thriller 
5861,Tara Strong,575,76,Animation Family 
5862,Dee Bradley-Baker,592,1,Animation Comedy Drama Family Fantasy 
5863,Frank Welker,845,31,Adventure Animation Comedy Family Fantasy 
